date;steps;distance;calories;heart_rate
01.08.2018;16284;12140;416;72
02.08.2018;7484;5589;206;71
03.08.2018;7074;5218;181;74
04.08.2018;1888;1297;45;74
05.08.2018;7703;5818;197;73
06.08.2018;8984;6618;238;72
07.08.2018;10729;7884;268;75
08.08.2018;8965;6764;248;72
09.08.2018;7195;5128;176;71
10.08.2018;438;283;15;73
11.08.2018;24;16;1;70
12.08.2018;11337;8256;293;70
13.08.2018;6081;4453;155;72
14.08.2018;13673;10250;357;75
15.08.2018;8837;6570;238;70
16.08.2018;7871;5787;203;71
17.08.2018;7678;5552;198;70
18.08.2018;10879;7893;278;72
19.08.2018;12689;9375;303;70
20.08.2018;13143;9648;341;73
21.08.2018;12496;9004;308;74
22.08.2018;8483;6228;215;73
23.08.2018;5864;3818;128;74
24.08.2018;8635;6351;227;72
25.08.2018;13707;10009;330;70
26.08.2018;18422;13482;456;74
27.08.2018;7753;5739;207;74
28.08.2018;7408;5381;186;75
29.08.2018;7766;5681;196;73
30.08.2018;852;551;24;75
31.08.2018;2517;1864;75;75
01.09.2018;655;423;18;75
02.09.2018;1745;1211;49;71
03.09.2018;19099;15005;554;71
04.09.2018;2495;1762;68;72
05.09.2018;857;554;22;75
06.09.2018;7736;5670;199;74
07.09.2018;6140;4581;170;73
08.09.2018;509;329;14;71
09.09.2018;4168;3154;122;73
10.09.2018;9752;7074;248;72
11.09.2018;12261;8851;306;71
12.09.2018;3755;2775;103;73
13.09.2018;13960;10406;363;75
14.09.2018;8378;5963;200;73
15.09.2018;19272;13706;440;74
16.09.2018;4054;2982;110;75
17.09.2018;8739;6454;232;75
18.09.2018;15103;10962;377;72
19.09.2018;12331;9083;324;70
20.09.2018;7075;4956;167;74
21.09.2018;13357;10234;374;70
22.09.2018;2073;1403;54;74
23.09.2018;15394;11561;401;74
24.09.2018;10022;7572;286;73
25.09.2018;6804;5011;174;74
26.09.2018;11046;8012;271;75
27.09.2018;15581;11600;402;75
28.09.2018;1824;1254;46;73
29.09.2018;8859;6800;248;71
30.09.2018;9357;6969;241;75
01.10.2018;19897;14799;512;70
02.10.2018;12881;9560;340;72
03.10.2018;5896;4100;150;74
04.10.2018;4795;3432;120;70
05.10.2018;12115;8832;297;74
06.10.2018;3939;2812;100;72
07.10.2018;10635;7754;248;70
08.10.2018;6920;5280;184;72
09.10.2018;14052;10672;362;72
10.10.2018;10861;8092;266;72
11.10.2018;18771;13743;444;74
12.10.2018;16760;12007;377;75
13.10.2018;12539;9143;302;71
14.10.2018;13883;10330;361;73
15.10.2018;4627;3083;100;75
16.10.2018;6390;4604;151;75
17.10.2018;7008;5124;182;75
18.10.2018;3229;2215;76;71
19.10.2018;3230;2125;70;75
20.10.2018;1582;1030;38;73
21.10.2018;7988;5903;193;72
22.10.2018;6134;4225;138;75
23.10.2018;2419;1564;54;73
24.10.2018;11046;7994;278;71
25.10.2018;1144;739;28;71
26.10.2018;1622;1069;41;72
27.10.2018;1197;819;29;70
28.10.2018;526;349;12;74
29.10.2018;3882;2601;90;72
30.10.2018;4517;3057;106;73
31.10.2018;2587;1729;65;70
01.11.2018;2884;1876;63;75
02.11.2018;3244;2237;78;71
03.11.2018;219;142;7;71
04.11.2018;492;318;13;75
05.11.2018;1624;1059;38;72
06.11.2018;2592;1713;60;75
07.11.2018;10810;8438;320;71
08.11.2018;272;176;7;72
09.11.2018;0;0;0;73
10.11.2018;14;9;1;71
11.11.2018;0;0;0;70
12.11.2018;6532;4779;159;73
13.11.2018;4603;3462;125;71
14.11.2018;7273;5412;199;75
15.11.2018;4046;3016;112;71
16.11.2018;10475;7917;285;74
17.11.2018;23843;17379;593;71
18.11.2018;24505;17849;580;73
19.11.2018;9186;6653;229;70
20.11.2018;5143;3745;131;71
21.11.2018;8013;5840;204;74
22.11.2018;1979;1366;46;71
23.11.2018;3689;2503;88;73
24.11.2018;14;9;1;71
25.11.2018;684;470;16;74
26.11.2018;6934;4953;167;73
27.11.2018;2719;1903;65;72
28.11.2018;2147;1472;50;71
29.11.2018;1966;1385;48;72
30.11.2018;7936;5522;192;74
01.12.2018;10513;7298;246;70
02.12.2018;7559;5183;187;75
03.12.2018;4874;3496;115;73
04.12.2018;2637;1798;61;73
05.12.2018;4818;3575;127;71
06.12.2018;6953;5394;189;75
07.12.2018;2776;1954;70;75
08.12.2018;5822;3983;145;71
09.12.2018;7178;4826;162;75
10.12.2018;5216;3822;136;70
11.12.2018;9581;7282;274;72
12.12.2018;7766;5698;196;73
13.12.2018;6580;4999;188;72
14.12.2018;10123;7173;250;72
15.12.2018;1869;1278;43;75
16.12.2018;9915;6988;242;75
17.12.2018;5955;4287;143;75
18.12.2018;4094;3006;103;72
19.12.2018;4193;3053;108;75
20.12.2018;1749;1228;44;70
21.12.2018;5862;3981;136;73
22.12.2018;9064;6233;220;73
23.12.2018;7124;4811;156;75
24.12.2018;2356;1695;58;75
25.12.2018;28;18;1;70
26.12.2018;12;8;1;71
27.12.2018;11047;7691;255;74
28.12.2018;7587;5192;173;72
29.12.2018;1019;751;25;73
30.12.2018;9078;6242;207;73
31.12.2018;10551;7277;249;75
01.01.2019;10937;7515;251;72
02.01.2019;9095;6039;205;74
03.01.2019;1805;1295;45;75
04.01.2019;29176;20808;681;73
05.01.2019;4684;3431;122;75
06.01.2019;21642;15753;523;71
07.01.2019;5751;3993;146;74
08.01.2019;7934;5639;199;73
09.01.2019;11385;8182;286;73
10.01.2019;1778;1225;47;73
11.01.2019;4766;3359;117;72
12.01.2019;6527;4521;155;70
13.01.2019;10433;7277;253;70
14.01.2019;5956;4182;145;73
15.01.2019;5311;3813;139;74
16.01.2019;1556;1095;36;73
17.01.2019;5918;4090;141;70
18.01.2019;3928;2868;102;70
19.01.2019;1318;920;30;71
20.01.2019;5473;4280;157;72
21.01.2019;8603;5989;205;72
22.01.2019;4750;3434;122;71
23.01.2019;10434;7586;272;71
24.01.2019;0;0;0;71
25.01.2019;14087;10107;350;70
26.01.2019;15202;10776;343;73
27.01.2019;17939;12890;412;74
28.01.2019;5738;4094;141;74
29.01.2019;4860;3423;114;73
30.01.2019;2791;1938;67;73
31.01.2019;9891;7070;250;71
01.02.2019;11570;8306;299;70
02.02.2019;12026;8819;328;74
03.02.2019;53;34;2;73
04.02.2019;11653;8175;278;72
05.02.2019;5989;4385;150;72
06.02.2019;9444;7311;249;72
07.02.2019;3761;2709;94;73
08.02.2019;14976;10834;373;75
09.02.2019;3231;2484;95;74
10.02.2019;0;0;0;74
11.02.2019;13890;10347;379;72
12.02.2019;1745;1290;48;73
13.02.2019;8975;6901;233;73
14.02.2019;11950;8738;312;72
15.02.2019;13624;10133;357;73
16.02.2019;19299;13717;444;73
17.02.2019;23412;16717;547;70
18.02.2019;10676;7625;257;73
19.02.2019;3383;2318;83;73
20.02.2019;2737;2078;75;72
21.02.2019;1692;1265;46;73
22.02.2019;7544;5383;188;75
23.02.2019;1219;873;30;71
24.02.2019;11553;8701;317;70
25.02.2019;12452;9033;323;71
26.02.2019;9380;7335;284;75
27.02.2019;2269;1653;59;75
28.02.2019;9241;6797;252;72
01.03.2019;30526;22261;722;70
02.03.2019;25973;19102;638;75
03.03.2019;11923;8922;311;73
04.03.2019;21917;16428;595;73
05.03.2019;3936;2876;96;74
06.03.2019;9807;7387;266;70
07.03.2019;9447;6852;243;70
08.03.2019;9955;6985;238;72
09.03.2019;11187;8103;282;74
10.03.2019;7292;5092;175;72
11.03.2019;9365;6629;230;70
12.03.2019;12058;8633;308;72
13.03.2019;12122;9212;338;75
14.03.2019;8974;6308;221;72
15.03.2019;22522;16236;515;70
16.03.2019;11359;8094;257;70
17.03.2019;10055;7046;236;73
18.03.2019;20455;14875;486;73
19.03.2019;11491;7936;268;70
20.03.2019;8526;6269;220;70
21.03.2019;13164;10246;387;73
22.03.2019;8293;5948;202;71
23.03.2019;11166;8325;285;73
24.03.2019;0;0;0;71
25.03.2019;6955;5191;186;71
26.03.2019;10176;7702;286;71
27.03.2019;14546;10597;381;70
28.03.2019;9013;6983;264;71
29.03.2019;10031;7714;295;75
30.03.2019;8980;6496;234;72
31.03.2019;6940;4962;181;71
01.04.2019;2474;1708;56;74
02.04.2019;9711;6932;240;73
03.04.2019;6419;4746;171;71
04.04.2019;2148;1490;52;75
05.04.2019;10353;7370;262;70
06.04.2019;13815;10971;466;70
07.04.2019;3127;2073;71;73
08.04.2019;9157;6332;214;73
09.04.2019;13611;10029;346;72
10.04.2019;9869;6884;236;71
11.04.2019;2421;1726;59;72
12.04.2019;1280;912;33;70
13.04.2019;8453;5868;207;73
14.04.2019;6624;5766;281;73
15.04.2019;7286;4933;173;73
16.04.2019;7313;5425;193;70
17.04.2019;9048;6333;237;71
18.04.2019;18547;13908;496;75
19.04.2019;20401;14667;467;71
20.04.2019;15028;10555;337;71
21.04.2019;30382;22422;754;74
22.04.2019;23829;17416;582;74
23.04.2019;7037;5105;179;75
24.04.2019;7952;6148;231;71
25.04.2019;4801;3277;117;73
26.04.2019;10577;7525;265;71
27.04.2019;1360;879;30;73
28.04.2019;6830;4886;180;73
29.04.2019;8262;5654;201;75
30.04.2019;6053;4524;169;73
01.05.2019;8666;6779;238;70
02.05.2019;1718;1110;40;72
03.05.2019;8502;6217;233;75
04.05.2019;3300;2279;80;75
05.05.2019;10093;7011;246;74
06.05.2019;11186;7914;271;74
07.05.2019;13892;9832;347;74
08.05.2019;4487;3152;114;72
09.05.2019;2009;1303;47;71
10.05.2019;2506;1758;62;75
11.05.2019;8194;6001;226;75
12.05.2019;9059;6418;229;72
13.05.2019;8123;6716;310;71
14.05.2019;7416;5144;181;70
15.05.2019;7737;5676;206;73
16.05.2019;11177;8691;310;72
17.05.2019;12242;9365;356;72
18.05.2019;7889;5497;193;70
19.05.2019;10354;7457;262;70
20.05.2019;2540;1664;60;75
21.05.2019;9344;6534;227;73
22.05.2019;10857;8552;336;71
23.05.2019;8186;5592;195;75
24.05.2019;6404;4392;250;71
25.05.2019;10495;7557;272;75
26.05.2019;12853;10287;458;73
27.05.2019;2849;1868;70;72
28.05.2019;12215;8861;307;73
29.05.2019;4065;2881;107;71
30.05.2019;7143;5031;171;73
31.05.2019;2701;1841;62;71
01.06.2019;9280;6445;224;71
02.06.2019;12830;10386;465;74
03.06.2019;8382;6477;249;75
04.06.2019;9773;6914;240;71
05.06.2019;10074;7235;238;75
06.06.2019;2276;1494;53;75
07.06.2019;4553;3315;110;72
08.06.2019;19479;14124;497;71
09.06.2019;14295;10426;374;73
10.06.2019;7550;6069;231;73
11.06.2019;8012;5612;194;72
12.06.2019;17709;13504;523;73
13.06.2019;11018;7738;272;72
14.06.2019;7934;5919;215;75
15.06.2019;10819;7455;242;73
16.06.2019;19384;13933;447;72
17.06.2019;4300;3117;109;70
18.06.2019;6712;4589;153;71
19.06.2019;8164;5396;179;72
20.06.2019;10398;7555;263;70
21.06.2019;6358;4686;162;74
22.06.2019;8166;5931;225;74
23.06.2019;7470;5084;165;71
24.06.2019;8302;6322;224;71
25.06.2019;8868;6510;217;71
26.06.2019;1999;1314;44;75
27.06.2019;7229;4905;169;71
28.06.2019;7848;5821;213;74
29.06.2019;8955;6188;201;75
30.06.2019;8210;5803;189;72
01.07.2019;4847;3337;109;72
02.07.2019;2271;1515;52;70
03.07.2019;10025;7411;260;72
04.07.2019;10453;7404;264;74
05.07.2019;3418;2379;85;73
06.07.2019;9694;6970;250;71
07.07.2019;9607;6939;231;75
08.07.2019;7005;5140;180;74
09.07.2019;5377;3946;142;74
10.07.2019;4479;3356;122;71
11.07.2019;10829;7720;275;70
12.07.2019;8698;6599;243;71
13.07.2019;10019;6999;242;73
14.07.2019;1045;694;22;70
15.07.2019;3391;2474;87;75
16.07.2019;2731;2032;68;75
17.07.2019;4963;3667;128;75
18.07.2019;14142;10238;357;75
19.07.2019;5739;4094;146;75
20.07.2019;8073;5690;198;70
21.07.2019;8866;6469;232;73
22.07.2019;13392;9804;352;71
23.07.2019;15964;11924;394;74
24.07.2019;6875;4617;155;75
25.07.2019;8287;6277;216;74
26.07.2019;15629;11104;372;73
27.07.2019;25209;17715;575;73
28.07.2019;9637;6426;214;75
29.07.2019;21233;15732;510;73
30.07.2019;23896;16804;525;70
31.07.2019;21769;15202;486;71
01.08.2019;12326;8983;324;73
02.08.2019;10161;7207;260;71
03.08.2019;11322;7868;280;71
04.08.2019;13935;9688;322;72
05.08.2019;5846;3899;131;70
06.08.2019;8212;5632;188;70
07.08.2019;9077;6273;218;71
08.08.2019;7702;5269;174;72
09.08.2019;20895;14599;480;71
10.08.2019;7794;5230;172;74
11.08.2019;9756;6544;216;73
12.08.2019;8114;5498;194;70
13.08.2019;4107;3016;104;72
14.08.2019;11765;8265;287;71
15.08.2019;8472;5761;192;71
16.08.2019;6528;4830;182;73
17.08.2019;7766;5262;180;75
18.08.2019;7860;5308;182;72
19.08.2019;10462;7502;259;73
20.08.2019;16773;11737;377;70
21.08.2019;6531;4377;138;71
22.08.2019;4018;2749;86;71
23.08.2019;16446;11686;384;74
24.08.2019;10440;7244;227;71
25.08.2019;12626;9036;293;73
26.08.2019;7919;5520;189;73
27.08.2019;22259;15739;510;70
28.08.2019;30448;22104;728;71
29.08.2019;10783;7216;227;74
30.08.2019;20871;14776;477;74
31.08.2019;10005;7143;232;75
01.09.2019;8498;5924;203;72
02.09.2019;8061;5409;179;72
03.09.2019;12019;8357;278;75
04.09.2019;4771;3372;112;70
05.09.2019;10819;7518;260;73
06.09.2019;2825;1910;67;75
07.09.2019;10103;7099;256;70
08.09.2019;9402;6589;238;73
09.09.2019;10081;7304;256;70
10.09.2019;3550;2382;82;70
11.09.2019;7171;4855;171;74
12.09.2019;1066;798;29;71
13.09.2019;1635;1057;34;72
14.09.2019;0;0;0;73
15.09.2019;17573;12094;398;71
16.09.2019;12705;8810;299;74
17.09.2019;2940;2190;81;72
18.09.2019;3185;2211;79;73
19.09.2019;6914;4969;179;74
20.09.2019;9528;6540;220;75
21.09.2019;10076;6965;237;72
22.09.2019;11509;8442;288;70
23.09.2019;6987;4698;165;74
24.09.2019;6959;4751;169;73
25.09.2019;6040;4072;144;73
26.09.2019;12974;9206;322;74
27.09.2019;2464;1744;66;71
28.09.2019;10887;7497;258;74
29.09.2019;7710;5319;186;74
30.09.2019;4187;3137;115;72
01.10.2019;7103;5134;188;70
02.10.2019;7573;5187;181;73
03.10.2019;7209;4816;157;73
04.10.2019;4196;3004;120;75
05.10.2019;9386;6471;217;72
06.10.2019;6356;4759;167;73
07.10.2019;7139;5182;181;72
08.10.2019;8763;6269;220;72
09.10.2019;10314;7154;249;75
10.10.2019;8784;6590;242;75
11.10.2019;7494;5318;181;73
12.10.2019;7628;5183;179;71
13.10.2019;7076;4908;170;74
14.10.2019;13518;9730;348;75
15.10.2019;4318;2923;102;72
16.10.2019;13996;10019;354;75
17.10.2019;3799;2570;91;75
18.10.2019;6401;4357;152;70
19.10.2019;2842;1918;70;70
20.10.2019;9281;6320;218;71
21.10.2019;10315;6958;238;70
22.10.2019;10128;7026;240;71
23.10.2019;5551;3902;137;71
24.10.2019;10485;7737;273;71
25.10.2019;7046;5220;176;72
26.10.2019;9909;7053;261;74
27.10.2019;14098;9886;342;73
28.10.2019;10299;7913;308;75
29.10.2019;10266;7003;238;72
30.10.2019;11638;8412;288;71
31.10.2019;2269;1532;56;72
01.11.2019;5526;3966;136;72
02.11.2019;11300;7683;256;71
03.11.2019;12929;9088;315;75
04.11.2019;6407;4853;181;71
05.11.2019;6769;4791;164;74
06.11.2019;2687;1899;69;71
07.11.2019;863;558;26;72
08.11.2019;13100;9178;325;70
09.11.2019;9088;6238;212;73
10.11.2019;11640;8111;279;70
11.11.2019;6584;4746;171;74
12.11.2019;4105;2956;111;74
13.11.2019;16251;11547;403;75
14.11.2019;11271;7841;269;74
15.11.2019;2320;1672;63;71
16.11.2019;4570;3121;112;74
17.11.2019;10391;7151;236;75
18.11.2019;7676;5558;202;72
19.11.2019;5748;4180;162;72
20.11.2019;2605;1849;69;73
21.11.2019;11112;7763;281;75
22.11.2019;3691;2761;116;71
23.11.2019;8670;6028;211;74
24.11.2019;12548;8388;279;75
25.11.2019;7884;5527;188;73
26.11.2019;5718;3962;140;72
27.11.2019;6570;4869;179;73
28.11.2019;7477;5109;168;73
29.11.2019;3561;2471;91;70
30.11.2019;9637;6750;231;73
01.12.2019;689;445;19;75
02.12.2019;8782;5945;197;75
03.12.2019;11100;7960;279;71
04.12.2019;10366;7058;244;74
05.12.2019;7072;5009;170;70
06.12.2019;2303;1649;59;70
07.12.2019;1353;906;38;70
08.12.2019;9743;7545;263;70
09.12.2019;12201;8439;283;71
10.12.2019;9283;6382;214;75
11.12.2019;13363;9147;310;73
12.12.2019;3063;2108;71;73
13.12.2019;10501;7785;274;72
14.12.2019;16798;11981;393;73
15.12.2019;20192;14535;482;71
16.12.2019;22258;15920;524;71
17.12.2019;4242;3060;110;71
18.12.2019;10193;7430;264;75
19.12.2019;8593;5756;199;75
20.12.2019;4733;3194;107;73
21.12.2019;9650;6625;224;71
22.12.2019;8215;5535;184;71
23.12.2019;3685;2595;93;73
24.12.2019;1132;750;29;70
25.12.2019;1540;1008;35;73
26.12.2019;8259;5957;213;74
27.12.2019;7755;5440;184;72
28.12.2019;24003;16822;530;72
29.12.2019;25246;17441;550;73
30.12.2019;15295;11102;369;71
31.12.2019;2093;1362;49;75
01.01.2020;9927;6794;236;72
02.01.2020;25094;18562;649;71
03.01.2020;15225;10853;372;71
04.01.2020;18389;13449;452;72
05.01.2020;17264;11999;396;74
06.01.2020;8408;5810;198;70
07.01.2020;8419;5753;181;72
08.01.2020;5013;3486;123;71
09.01.2020;2870;1908;66;70
10.01.2020;10160;7749;259;75
11.01.2020;11940;8964;294;73
12.01.2020;9756;6700;220;71
13.01.2020;11308;7879;278;72
14.01.2020;4952;3567;130;73
15.01.2020;1881;1367;48;73
16.01.2020;4626;3233;113;73
17.01.2020;3456;2421;86;75
18.01.2020;691;448;17;75
19.01.2020;8308;5662;193;73
20.01.2020;9974;6755;225;73
21.01.2020;4815;3478;144;70
22.01.2020;8249;6285;232;71
23.01.2020;5052;3458;115;72
24.01.2020;1441;931;34;71
25.01.2020;11246;8590;292;72
26.01.2020;9607;6576;227;70
27.01.2020;6581;4583;155;74
28.01.2020;2480;1647;58;75
29.01.2020;8430;5836;200;70
30.01.2020;12381;8549;284;75
31.01.2020;8678;6347;224;71
01.02.2020;1473;1017;36;75
02.02.2020;8936;6053;204;75
03.02.2020;10061;7040;247;70
04.02.2020;6361;4557;161;71
05.02.2020;6456;4767;177;75
06.02.2020;4681;3333;118;71
07.02.2020;7922;5991;200;75
08.02.2020;6470;4328;139;74
09.02.2020;9012;6167;207;71
10.02.2020;8896;6482;231;73
11.02.2020;2149;1547;55;73
12.02.2020;10525;7445;256;72
13.02.2020;10985;9161;438;73
14.02.2020;11345;8062;281;74
15.02.2020;2580;1731;60;74
16.02.2020;9038;6060;198;73
17.02.2020;7874;6310;295;71
18.02.2020;3347;2400;83;72
19.02.2020;2340;1668;59;70
20.02.2020;5085;3623;128;74
21.02.2020;7991;5731;209;74
22.02.2020;10862;7553;259;74
23.02.2020;7667;5061;175;75
24.02.2020;8624;5939;207;73
25.02.2020;10422;7135;233;75
26.02.2020;10574;7551;255;72
27.02.2020;3678;2575;97;70
28.02.2020;290;187;8;74
29.02.2020;9879;7038;239;70
01.03.2020;16030;11733;387;72
02.03.2020;8018;5793;204;74
03.03.2020;6619;4662;164;70
04.03.2020;7094;5011;178;72
05.03.2020;8793;6461;230;75
06.03.2020;8251;5854;199;74
07.03.2020;10404;7984;267;74
08.03.2020;445;288;12;71
09.03.2020;6714;4706;162;73
10.03.2020;9894;6860;242;70
11.03.2020;13369;9962;351;71
12.03.2020;10908;7499;249;70
13.03.2020;9717;6687;229;73
14.03.2020;5487;3663;118;71
15.03.2020;8465;5566;190;74
16.03.2020;7812;5328;182;70
17.03.2020;3513;2492;85;73
18.03.2020;6326;4474;156;71
19.03.2020;9415;6506;218;74
20.03.2020;8694;6166;203;71
21.03.2020;7636;5991;269;73
22.03.2020;8741;5898;198;74
23.03.2020;3996;2753;98;75
24.03.2020;6798;4537;153;70
25.03.2020;10691;7613;261;73
26.03.2020;7427;5108;181;70
27.03.2020;2519;1693;56;75
28.03.2020;998;645;25;73
29.03.2020;6838;4502;144;73
30.03.2020;10034;6862;232;72
31.03.2020;9920;6858;225;72
01.04.2020;2927;1981;75;70
02.04.2020;2734;1878;69;73
03.04.2020;2306;1555;55;73
04.04.2020;9290;6210;203;75
05.04.2020;7911;5324;177;73
06.04.2020;7535;5043;163;73
07.04.2020;2299;1533;49;75
08.04.2020;13651;10641;455;75
09.04.2020;9995;7652;267;75
10.04.2020;10085;7819;266;71
11.04.2020;1576;1043;36;71
12.04.2020;9451;7328;248;75
13.04.2020;5696;4955;269;75
14.04.2020;4081;2664;100;74
15.04.2020;1656;1070;39;75
16.04.2020;2812;1878;70;74
17.04.2020;7960;6728;348;75
18.04.2020;3040;2089;81;70
19.04.2020;4385;2925;96;72
20.04.2020;8760;6021;208;70
21.04.2020;10300;7744;269;70
22.04.2020;4908;3588;135;74
23.04.2020;5218;3459;122;71
24.04.2020;8387;5647;192;70
25.04.2020;3462;2368;84;72
26.04.2020;10243;6956;233;70
27.04.2020;9921;6809;235;70
28.04.2020;8042;5584;188;75
29.04.2020;3208;2201;70;70
30.04.2020;1237;800;33;73
01.05.2020;2263;1491;53;71
02.05.2020;8791;5989;205;75
03.05.2020;9149;6287;218;70
04.05.2020;7248;4939;171;73
05.05.2020;5036;3519;125;73
06.05.2020;7735;5365;185;73
07.05.2020;2534;1771;68;74
08.05.2020;7144;4829;174;73
09.05.2020;7053;4750;161;75
10.05.2020;8820;6067;209;72
11.05.2020;3582;2616;95;72
12.05.2020;9219;7068;245;72
13.05.2020;7805;5219;171;74
14.05.2020;2871;1917;67;70
15.05.2020;10195;7012;241;72
16.05.2020;1763;1140;43;75
17.05.2020;6429;4305;148;70
18.05.2020;3929;2690;92;72
19.05.2020;8874;6171;205;75
20.05.2020;3358;2295;74;73
21.05.2020;4609;3045;105;73
22.05.2020;7722;6083;264;75
23.05.2020;7234;4887;162;71
24.05.2020;7930;5305;172;70
25.05.2020;9923;6825;227;71
26.05.2020;7442;6184;284;72
27.05.2020;2306;1555;62;73
28.05.2020;3346;2181;78;74
29.05.2020;9217;7328;306;73
30.05.2020;9130;6216;212;70
31.05.2020;7088;4689;160;70
01.06.2020;11182;7499;244;75
02.06.2020;4198;2756;95;70
03.06.2020;5498;3929;132;73
04.06.2020;3489;2304;77;73
05.06.2020;9785;7379;247;70
06.06.2020;63;41;2;71
07.06.2020;0;0;0;73
08.06.2020;0;0;0;72
09.06.2020;153;99;4;72
10.06.2020;0;0;0;72
11.06.2020;0;0;0;71
12.06.2020;0;0;0;72
13.06.2020;7790;5163;164;70
14.06.2020;6156;4166;142;71
15.06.2020;8833;6843;279;73
16.06.2020;3019;2227;82;71
17.06.2020;11576;8656;346;72
18.06.2020;4097;2688;90;75
19.06.2020;7103;4862;161;72
20.06.2020;8835;6013;198;70
21.06.2020;7465;4988;164;73
22.06.2020;9415;6390;213;71
23.06.2020;2623;1728;58;70
24.06.2020;145;94;4;72
25.06.2020;10093;7422;255;70
26.06.2020;2672;1746;60;72
27.06.2020;15661;11659;450;73
28.06.2020;6730;4465;152;71
29.06.2020;10088;6984;232;72
30.06.2020;7257;5839;256;73
01.07.2020;3382;2374;87;71
02.07.2020;6161;5257;264;70
03.07.2020;8266;5752;193;72
04.07.2020;6441;4246;147;71
05.07.2020;5967;4055;141;72
06.07.2020;2163;1425;49;75
07.07.2020;2297;1520;51;71
08.07.2020;1154;746;25;75
09.07.2020;9316;7078;241;73
10.07.2020;1349;926;34;73
11.07.2020;5282;4532;236;73
12.07.2020;1130;738;30;75
13.07.2020;8962;6164;213;73
14.07.2020;6041;4535;163;74
15.07.2020;542;350;13;70
16.07.2020;2873;1911;66;75
17.07.2020;1085;701;27;70
18.07.2020;6976;4735;153;70
19.07.2020;7955;5339;179;71
20.07.2020;12171;8591;280;74
21.07.2020;1954;1296;44;74
22.07.2020;3135;2053;73;74
23.07.2020;2492;1666;61;70
24.07.2020;6233;4456;152;72
25.07.2020;6958;4669;158;75
26.07.2020;9690;6628;224;71
27.07.2020;3675;2512;86;73
28.07.2020;1595;1046;38;74
29.07.2020;6531;4491;149;75
30.07.2020;10981;7477;257;72
31.07.2020;8228;5531;174;73
01.08.2020;7254;4941;165;71
02.08.2020;8865;5991;192;74
03.08.2020;8648;5898;201;71
04.08.2020;3136;2256;75;75
05.08.2020;1762;1222;44;74
06.08.2020;2213;1528;54;73
07.08.2020;6532;4544;152;74
08.08.2020;3172;2091;71;73
09.08.2020;7408;5078;158;70
10.08.2020;8456;5724;182;70
11.08.2020;7792;5664;191;74
12.08.2020;7789;5532;189;74
13.08.2020;1968;1380;45;75
14.08.2020;7575;5093;174;70
15.08.2020;7874;5344;181;74
16.08.2020;6885;4703;166;71
17.08.2020;6640;4522;143;73
18.08.2020;8053;5523;184;73
19.08.2020;6604;4434;144;73
20.08.2020;4985;3603;128;72
21.08.2020;699;452;19;75
22.08.2020;14422;10203;355;73
23.08.2020;1542;1117;39;70
24.08.2020;756;489;22;71
25.08.2020;3823;2747;98;73
26.08.2020;1025;663;23;74
27.08.2020;16064;11995;410;75
28.08.2020;587;379;21;75
29.08.2020;360;233;12;72
30.08.2020;481;311;15;71
31.08.2020;389;251;9;75
01.09.2020;665;430;19;71
02.09.2020;746;482;19;74
03.09.2020;434;281;13;75
04.09.2020;989;639;26;74
05.09.2020;1261;831;31;75
06.09.2020;1097;713;32;72
07.09.2020;531;343;13;71
08.09.2020;5173;3876;136;74
09.09.2020;3548;2468;87;72
10.09.2020;6006;4732;163;71
11.09.2020;13826;9991;338;71
12.09.2020;10553;7776;255;73
13.09.2020;1027;664;27;74
14.09.2020;2784;2006;71;72
15.09.2020;4506;3116;107;70
16.09.2020;533;345;17;74
17.09.2020;9728;6868;234;75
18.09.2020;5685;4364;153;71
19.09.2020;513;332;14;74
20.09.2020;1992;1327;51;70
21.09.2020;970;627;29;75
22.09.2020;4976;3464;121;74
23.09.2020;457;295;15;70
24.09.2020;4105;2939;106;71
25.09.2020;4933;3596;123;74
26.09.2020;18298;13070;434;70
27.09.2020;932;606;26;74
28.09.2020;414;268;13;75
29.09.2020;4022;2804;99;71
30.09.2020;15605;11831;396;75
01.10.2020;3473;2451;87;74
02.10.2020;5282;3839;137;75
03.10.2020;9992;7385;253;70
04.10.2020;2335;1659;58;73
05.10.2020;8271;6283;215;72
06.10.2020;7184;5159;174;74
07.10.2020;575;372;15;75
08.10.2020;644;416;20;70
09.10.2020;7371;5566;198;75
10.10.2020;1813;1279;44;72
11.10.2020;7973;5967;205;75
12.10.2020;10853;8516;296;74
13.10.2020;8525;6429;222;71
14.10.2020;7590;5546;189;74
15.10.2020;28293;21473;724;71
16.10.2020;2219;1649;61;72
17.10.2020;2039;1479;51;71
18.10.2020;4901;3714;126;75
19.10.2020;647;418;20;73
20.10.2020;8568;6493;221;70
21.10.2020;3275;2295;75;75
22.10.2020;4161;3001;105;73
23.10.2020;10213;7568;265;72
24.10.2020;327;211;10;75
25.10.2020;315;204;9;71
26.10.2020;534;345;13;70
27.10.2020;3679;2524;84;70
28.10.2020;612;396;17;73
29.10.2020;9458;6882;230;70
30.10.2020;13820;10516;361;71
31.10.2020;2610;1852;66;72
01.11.2020;11408;8276;286;70
02.11.2020;5480;4030;141;74
03.11.2020;3003;2068;73;74
04.11.2020;254;164;9;75
05.11.2020;923;597;27;72
06.11.2020;7638;5560;188;70
07.11.2020;6912;4771;161;71
08.11.2020;4216;2779;92;71
